passenger_id,full_name,age,gender,nationality,marital_status,occupation,class,ticket_number,ticket_price,cabin_deck,embarkation_port,travel_purpose,journey_duration_days,siblings_spouses,parents_children,family_size,is_alone,family_survival_rate,boarding_position,lifeboat_access,medical_condition,mobility_score,emergency_response_time,evacuation_priority,wealth_index,age_group,fare_per_person,family_risk_score,survival_probability,survived
T2-021542,Yuki Jones,29.7,Female,USA,Single,Military,3,917963,130.7,G,Southampton,Leisure,8,3,1,5,0,0.16,717,0.17,Unknown,85.8,117.6,High,0.52,Adult,26.14,1.41,0.0141,0
T2-021543,Sofia Miller,27.7,Female,France,Married,Engineering,3,385035,215.45,F,Southampton,Business,8,0,0,1,1,0.21,699,0.26,Unknown,75.8,33.7,High,0.28,Adult,215.45,0.74,0.083,0
T2-021544,William Davis,22.7,Male,China,Married,Business,3,181163,156.37,F,Cherbourg,Relocation,5,1,1,3,0,0.26,396,0.43,Unknown,81.3,40.2,Low,0.37,Adult,52.12,0.91,0.043,0
T2-021545,David Martinez,50.2,Female,Canada,Married,Student,2,269235,460.4,D,Southampton,Leisure,6,1,0,2,0,0.07,208,0.59,Unknown,85.2,14.7,High,0.64,Middle_Aged,230.2,0.63,0.4066,0
T2-021546,Wei Miller,14.1,Female,Canada,Single,Student,1,992264,392.38,B,Southampton,Leisure,13,0,1,2,0,0.71,598,0.85,Unknown,90.1,6.1,High,1.14,Teen,196.19,0.42,0.8359,1
T2-021547,Jessica Miller,14.3,Female,USA,Single,Student,3,565781,259.9,G,Southampton,Leisure,9,0,0,1,1,0.53,37,0.14,Cardiovascular,53.7,10.7,High,0.33,Teen,259.9,0.84,0.3428,0
T2-021548,Patricia Ali,25.0,Female,Canada,Single,Engineering,3,751229,67.99,E,Cherbourg,Business,10,0,0,1,1,0.24,71,0.32,Unknown,89.2,44.0,High,0.07,Adult,67.99,0.69,0.2366,0
T2-021549,Elizabeth Wilson,30.0,Non-Binary,France,Widowed,Healthcare,3,805877,157.49,G,Southampton,Family Visit,8,1,0,2,0,0.13,904,0.14,Unknown,86.5,31.6,Low,-0.05,Adult,78.74,0.99,0.0341,0
T2-021550,Fatima Brown,68.9,Male,Germany,Married,Tech,3,859487,85.11,Unknown,Southampton,Family Visit,13,1,0,2,0,0.08,932,0.45,Unknown,65.3,11.9,Low,-0.04,Senior,42.56,0.74,0.5287,1
T2-021551,Joseph Sato,49.9,Male,France,Married,Student,3,199256,162.92,Unknown,Southampton,Leisure,7,0,1,2,0,0.22,692,0.44,Mild Chronic,64.3,20.1,Low,0.1,Middle_Aged,81.46,0.75,0.0413,0
T2-021552,Sofia Martinez,43.5,Male,UK,Single,Tourism,3,966165,159.23,E,Cherbourg,Leisure,4,3,1,5,0,0.01,801,0.37,Unknown,82.5,39.7,Low,0.73,Middle_Aged,31.85,1.25,0.1031,0
T2-021553,John Gonzalez,17.9,Female,USA,Single,Student,3,617492,141.05,F,Cherbourg,Relocation,5,0,0,1,1,0.08,876,0.2,Unknown,98.3,20.2,High,0.19,Teen,141.05,0.79,0.2046,0
T2-021554,Yuki Miller,36.3,Male,Japan,Divorced,Engineering,3,421379,293.83,F,Cherbourg,Business,11,0,1,2,0,0.01,522,0.29,Unknown,81.9,26.2,Low,0.55,Middle_Aged,146.92,0.87,0.3075,1
T2-021555,Lars Williams,42.2,Female,USA,Married,Military,3,235109,52.13,G,Southampton,Relocation,13,0,0,1,1,0.5,29,0.13,Unknown,81.0,6.8,High,0.12,Middle_Aged,52.13,0.85,0.345,1
T2-021556,Robert Jones,47.4,Male,France,Single,Tech,3,658834,94.51,E,Cherbourg,Business,4,1,1,3,0,0.82,809,0.58,Unknown,78.2,25.9,Low,0.0,Middle_Aged,31.5,0.79,0.3148,0
T2-021557,David Ali,52.1,Female,USA,Married,Engineering,2,886009,581.54,E,Cherbourg,Leisure,6,0,0,1,1,0.49,928,0.42,Unknown,73.9,32.3,High,1.14,Middle_Aged,581.54,0.61,0.389,0
T2-021558,Elena Kim,42.4,Female,India,Married,Tourism,2,313431,563.34,C,New York,Leisure,8,0,0,1,1,0.12,184,0.86,Unknown,83.9,34.2,High,1.09,Middle_Aged,563.34,0.26,0.4399,0
T2-021559,Robert Miller,26.0,Female,China,Single,Military,3,652849,135.48,E,Southampton,Leisure,8,1,1,3,0,0.82,204,0.56,Unknown,81.3,43.5,High,0.0,Adult,45.16,0.8,0.0867,0
T2-021560,Michael Garcia,17.9,Female,UK,Single,Student,3,871289,178.84,G,Cherbourg,Leisure,11,0,0,1,1,0.4,578,0.41,Unknown,89.3,7.9,High,0.23,Teen,178.84,0.62,0.3085,0
T2-021561,Jennifer Davis,42.9,Male,UK,Divorced,Healthcare,1,720335,25.0,C,Southampton,Relocation,13,1,1,3,0,0.35,916,0.81,Unknown,76.9,44.4,Medium,-0.16,Middle_Aged,8.33,0.6,0.2569,0
T2-021562,Richard Miller,21.6,Male,USA,Divorced,Healthcare,1,842923,1758.23,C,Queenstown,Business,6,0,0,1,1,0.05,439,0.8,Mild Chronic,88.5,12.9,Medium,5.42,Adult,1758.23,0.31,0.6315,1
T2-021563,Mary Silva,18.0,Female,USA,Single,Tech,2,493882,512.53,Unknown,Cherbourg,Leisure,12,0,0,1,1,0.07,784,0.72,Mild Chronic,67.9,8.8,High,0.89,Teen,512.53,0.37,0.4642,1
T2-021564,Sofia Sato,49.9,Male,USA,Married,Military,3,559804,114.3,G,New York,Business,11,0,2,3,0,0.22,341,0.18,Unknown,78.4,8.0,Low,-0.04,Middle_Aged,38.1,1.11,0.0583,0
T2-021565,David Hernandez,20.4,Male,UK,Single,Student,3,159219,135.76,Unknown,Southampton,Business,13,0,0,1,1,0.19,16,0.56,Unknown,91.3,28.9,Low,0.08,Adult,135.76,0.5,0.0321,0
T2-021566,Mateo Martinez,17.7,Male,China,Single,Student,3,678170,132.36,F,Southampton,Business,12,0,1,2,0,0.02,283,0.33,Mobility Impaired,34.7,47.9,Low,-0.15,Teen,66.18,0.84,0.0498,0
T2-021567,Robert Garcia,42.2,Female,Japan,Married,Laborer,3,824079,88.14,E,Cherbourg,Business,12,0,0,1,1,0.56,575,0.62,Unknown,77.3,2.1,High,0.21,Middle_Aged,88.14,0.45,0.5763,1
T2-021568,William Kim,54.3,Male,France,Single,Education,3,386882,101.05,Unknown,Southampton,Leisure,12,0,1,2,0,0.22,463,0.44,Unknown,70.2,13.6,Low,-0.15,Middle_Aged,50.52,0.75,0.0455,0
T2-021569,Jennifer Garcia,56.3,Female,Canada,Married,Military,1,909183,1936.06,Unknown,Cherbourg,Business,13,0,3,4,0,0.93,308,1.0,Unknown,69.6,54.7,High,5.76,Middle_Aged,484.02,0.6,0.5387,1
T2-021570,Wei Martinez,46.8,Male,Brazil,Married,Student,3,736119,224.46,G,Southampton,Business,13,1,0,2,0,0.57,548,0.02,Asthma,63.9,4.8,Low,-0.11,Middle_Aged,112.23,1.08,0.0982,0
T2-021571,Sofia Rodriguez,26.8,Male,Germany,Single,Engineering,3,258398,145.78,E,Southampton,Leisure,8,0,0,1,1,0.3,974,0.49,Asthma,74.4,51.3,Low,-0.03,Adult,145.78,0.56,0.0867,0
T2-021572,Lars Davis,28.3,Female,USA,Single,Engineering,1,210658,1167.95,B,Southampton,Leisure,3,0,0,1,1,0.67,348,0.7,Unknown,89.9,9.0,High,3.64,Adult,1167.95,0.39,0.8769,1
T2-021573,Linda Lopez,30.3,Male,UK,Married,Business,2,394031,534.4,D,Southampton,Leisure,7,0,0,1,1,0.29,796,0.36,Unknown,82.1,21.1,Low,1.12,Adult,534.4,0.66,0.1663,0
T2-021574,Michael Sato,20.7,Male,USA,Married,Tech,2,149581,520.1,D,Southampton,Leisure,4,0,0,1,1,0.74,725,0.45,Unknown,97.3,13.5,Low,1.32,Adult,520.1,0.59,0.2919,0
T2-021575,Robert Sato,36.4,Female,France,Widowed,Healthcare,3,619906,251.47,G,Cherbourg,Leisure,12,0,1,2,0,0.34,949,0.2,Unknown,81.4,11.9,High,0.34,Middle_Aged,125.74,0.94,0.1149,0
T2-021576,Joseph Martinez,21.0,Male,UK,Single,Engineering,3,694034,135.69,E,Southampton,Business,7,0,0,1,1,0.35,248,0.52,Unknown,87.6,15.3,Low,0.4,Adult,135.69,0.53,0.0821,0
T2-021577,Elizabeth Lopez,32.2,Male,China,Married,Tourism,2,525396,382.24,E,Southampton,Leisure,4,1,0,2,0,0.14,796,0.33,Unknown,90.0,11.1,Low,0.79,Adult,191.12,0.84,0.2537,0
T2-021578,Elena Kim,12.2,Male,Germany,Single,Student,3,657064,104.56,E,Queenstown,Leisure,9,2,0,3,0,0.73,94,0.42,Unknown,99.4,54.8,Low,-0.04,Teen,34.85,0.91,0.1005,0
T2-021579,Jessica Müller,18.8,Male,Germany,Married,Healthcare,3,437377,151.07,F,Southampton,Relocation,12,0,0,1,1,0.49,989,0.36,Unknown,84.3,46.5,Low,0.05,Adult,151.07,0.66,0.0265,1
T2-021580,William Wilson,29.9,Female,UK,Single,Student,3,722532,171.01,E,Southampton,Leisure,12,2,1,4,0,0.79,861,0.49,Unknown,83.3,24.8,High,0.15,Adult,42.75,1.01,0.448,1
T2-021581,Michael Gonzalez,43.2,Female,UK,Single,Business,1,896110,1158.12,B,Cherbourg,Business,13,0,1,2,0,0.35,666,0.9,Unknown,76.5,10.0,High,3.6,Middle_Aged,579.06,0.38,0.8133,0
T2-021582,David Miller,16.2,Male,India,Single,Student,2,246547,504.22,C,Cherbourg,Business,10,0,0,1,1,0.02,63,0.61,Mild Chronic,83.8,62.4,Low,0.7,Teen,504.22,0.46,0.0736,0
T2-021583,William Davis,23.9,Female,Germany,Single,Unknown,2,992227,469.46,Unknown,Cherbourg,Business,3,0,0,1,1,0.24,45,0.79,Unknown,89.3,20.1,High,1.02,Adult,469.46,0.32,0.4505,1
T2-021584,Wei Anderson,50.2,Female,Japan,Married,Unknown,3,797482,144.35,Unknown,Queenstown,Leisure,6,0,0,1,1,0.42,728,0.18,Mild Chronic,67.3,46.9,High,-0.01,Middle_Aged,144.35,0.81,0.1312,0
T2-021585,William Rodriguez,9.2,Male,India,Single,Student,3,566355,129.18,G,Southampton,Leisure,11,1,2,4,0,0.13,301,0.34,Unknown,87.3,62.0,High,0.07,Child,32.3,1.13,0.1345,0
T2-021586,John Williams,20.9,Female,India,Divorced,Engineering,3,848683,220.53,G,Southampton,Business,5,1,2,4,0,0.7,615,0.13,Unknown,83.3,4.8,High,0.19,Adult,55.13,1.3,0.3212,0
T2-021587,Fatima Jones,56.9,Male,France,Married,Tourism,2,710274,393.16,E,Southampton,Leisure,7,1,0,2,0,0.0,417,0.46,Unknown,66.7,18.2,Low,0.42,Middle_Aged,196.58,0.73,0.2659,1
T2-021588,Linda Brown,25.4,Female,USA,Divorced,Business,3,390350,149.74,Unknown,New York,Leisure,13,0,0,1,1,0.1,28,0.27,Unknown,82.8,4.0,High,0.34,Adult,149.74,0.73,0.3629,1
T2-021589,Sofia Silva,22.5,Male,India,Married,Tech,1,341094,1348.84,Unknown,Southampton,Leisure,9,0,1,2,0,0.43,633,0.56,Unknown,91.6,23.5,Medium,4.18,Adult,674.42,0.65,0.3311,0
T2-021590,Mateo Sato,79.0,Female,USA,Married,Tourism,2,348125,339.31,Unknown,Southampton,Family Visit,3,0,0,1,1,0.11,869,0.44,Mild Chronic,42.4,29.7,High,0.61,Senior,339.31,0.6,0.0867,0
T2-021591,Jessica Sato,33.4,Male,India,Single,Education,3,974215,30.38,F,Southampton,Leisure,13,1,0,2,0,0.76,617,0.51,Unknown,82.6,26.5,Low,0.28,Adult,15.19,0.69,0.0508,0
T2-021592,Michael Silva,24.4,Male,USA,Married,Healthcare,3,210433,129.17,E,Queenstown,Relocation,9,0,0,1,1,0.07,38,0.45,Unknown,95.7,6.7,Low,0.06,Adult,129.17,0.59,0.2975,1
T2-021593,Michael Garcia,16.9,Male,Canada,Single,Student,1,156088,1035.37,Unknown,Queenstown,Business,11,0,1,2,0,0.8,553,0.48,Unknown,98.7,20.1,Medium,3.14,Teen,517.68,0.72,0.1548,0
T2-021594,Mateo Ali,50.4,Female,USA,Married,Tech,3,160001,25.0,G,Southampton,Leisure,13,0,1,2,0,0.3,245,0.21,Unknown,75.6,8.7,High,0.01,Middle_Aged,12.5,0.93,0.5275,1
T2-021595,Richard Davis,27.6,Female,USA,Divorced,Engineering,3,181173,81.52,F,Southampton,Business,3,0,0,1,1,0.89,863,0.26,Unknown,87.5,20.2,High,0.31,Adult,81.52,0.74,0.1263,0
T2-021596,John Williams,21.3,Female,Canada,Married,Tech,3,253649,185.88,G,Cherbourg,Business,3,1,0,2,0,0.58,536,0.29,Unknown,88.3,63.8,High,-0.08,Adult,92.94,0.87,0.0974,0
T2-021597,Barbara Brown,55.3,Male,UK,Single,Unknown,1,700369,1297.05,B,Southampton,Leisure,7,0,1,2,0,0.0,585,0.76,Unknown,73.0,31.2,Medium,4.1,Middle_Aged,648.52,0.49,0.5426,0
T2-021598,Elena Patel,6.5,Male,France,Single,Student,3,487648,178.71,E,Southampton,Business,8,0,2,3,0,0.65,772,0.47,Unknown,98.5,31.2,High,0.39,Child,59.57,0.87,0.3113,0
T2-021599,Linda Patel,36.7,Male,India,Divorced,Laborer,3,271300,106.42,Unknown,Southampton,Business,12,0,1,2,0,0.57,366,0.19,Unknown,77.2,20.1,Low,0.1,Middle_Aged,53.21,0.95,0.2623,0
T2-021600,Richard Jones,28.7,Male,UK,Married,Unknown,3,604784,197.79,Unknown,Southampton,Business,11,1,0,2,0,0.62,34,0.43,Unknown,92.1,20.1,Low,0.22,Adult,98.9,0.76,0.2064,0
T2-021601,Mateo Patel,17.7,Female,China,Single,Student,2,997933,447.48,E,Queenstown,Leisure,13,0,0,1,1,0.43,15,0.43,Unknown,88.3,7.0,High,0.87,Teen,447.48,0.61,0.746,1
T2-021602,Jessica Lopez,22.6,Female,USA,Married,Business,2,514390,516.11,C,Southampton,Business,3,0,0,1,1,0.5,116,0.71,Unknown,83.2,79.0,High,0.96,Adult,516.11,0.38,0.1414,0
T2-021603,Michael Williams,39.0,Female,UK,Married,Tourism,3,461922,150.57,G,Southampton,Leisure,10,0,2,3,0,0.21,118,0.27,Unknown,74.5,27.2,High,0.65,Middle_Aged,50.19,1.03,0.2034,0
T2-021604,Patricia Sato,27.6,Female,USA,Divorced,Tech,3,308166,159.12,G,Southampton,Relocation,12,0,0,1,1,0.49,27,0.17,Cardiovascular,60.9,13.9,High,0.52,Adult,159.12,0.81,0.1661,0
T2-021605,Barbara Johnson,7.0,Female,USA,Single,Student,3,365195,180.31,F,Southampton,Leisure,4,0,0,1,1,0.42,867,0.18,Unknown,98.2,9.0,High,0.27,Child,180.31,0.81,0.5543,0
T2-021606,Wei Ali,31.6,Female,USA,Married,Engineering,2,664843,405.5,E,New York,Leisure,9,1,1,3,0,0.24,557,0.43,Unknown,80.3,22.2,High,0.82,Adult,135.17,0.91,0.4122,0
T2-021607,James Hernandez,23.8,Male,USA,Married,Business,3,309590,128.68,G,Cherbourg,Leisure,5,0,1,2,0,0.04,466,0.19,Mild Chronic,68.2,19.0,Low,0.19,Adult,64.34,0.95,0.0943,0
T2-021608,Wei Garcia,22.1,Non-Binary,USA,Single,Healthcare,3,969846,84.12,F,Southampton,Business,8,1,1,3,0,0.17,990,0.27,Asthma,77.1,8.9,Low,0.15,Adult,28.04,1.03,0.0942,0
T2-021609,Mary Patel,40.9,Female,Germany,Divorced,Laborer,1,925241,1138.87,D,Southampton,Business,6,2,0,3,0,0.24,556,0.6,Cardiovascular,43.9,36.3,High,3.34,Middle_Aged,379.62,0.77,0.3275,0
T2-021610,Jennifer Müller,50.3,Female,Australia,Married,Tourism,3,254048,124.94,Unknown,Southampton,Leisure,7,1,0,2,0,0.53,852,0.27,Mild Chronic,66.5,44.4,High,0.01,Middle_Aged,62.47,0.88,0.1468,0
T2-021611,Barbara Gonzalez,30.0,Non-Binary,Canada,Married,Tech,2,593669,420.68,E,Southampton,Business,5,0,1,2,0,0.5,504,0.62,Asthma,67.5,35.7,Low,0.89,Adult,210.34,0.6,0.401,1
T2-021612,David Sato,39.6,Female,Germany,Divorced,Military,2,468994,419.2,C,Southampton,Business,6,0,1,2,0,0.4,490,0.36,Unknown,76.8,15.5,High,1.06,Middle_Aged,209.6,0.81,0.4661,1
T2-021613,Yuki Jones,70.4,Female,Brazil,Married,Unknown,2,854083,313.58,Unknown,New York,Leisure,12,2,0,3,0,0.06,505,0.49,Unknown,60.5,20.1,High,0.59,Senior,104.53,0.86,0.0919,0
T2-021614,David Jones,68.4,Female,UK,Single,Tourism,3,230866,217.74,E,Southampton,Relocation,9,0,1,2,0,0.37,448,0.48,Unknown,69.1,44.7,High,0.4,Senior,108.87,0.72,0.1312,0
T2-021615,Aarav Müller,40.1,Male,UK,Married,Military,2,281938,393.26,Unknown,Southampton,Business,6,1,0,2,0,0.61,417,0.68,Unknown,85.1,20.1,Low,0.49,Middle_Aged,196.63,0.56,0.2141,0
T2-021616,Linda Anderson,57.4,Female,UK,Single,Unknown,3,543034,78.42,Unknown,Southampton,Family Visit,10,1,1,3,0,0.52,579,0.56,Unknown,62.4,16.2,High,0.1,Middle_Aged,26.14,0.8,0.3713,0
T2-021617,Michael Brown,29.4,Female,UK,Single,Student,2,596643,496.52,Unknown,Southampton,Family Visit,6,0,1,2,0,0.64,635,0.45,Unknown,71.9,20.1,High,1.3,Adult,248.26,0.74,0.4101,0
T2-021618,Susan Garcia,37.0,Female,USA,Single,Education,3,855294,166.02,G,Southampton,Leisure,10,0,0,1,1,0.01,56,0.26,Mild Chronic,74.4,0.4,High,0.42,Middle_Aged,166.02,0.74,0.3556,1
T2-021619,Jessica Williams,28.0,Male,UK,Single,Business,1,724909,1417.98,D,Southampton,Leisure,8,1,0,2,0,0.0,781,0.6,Unknown,78.0,8.5,Medium,4.47,Adult,708.99,0.62,0.3715,0
T2-021620,Barbara O'Connor,22.5,Male,France,Married,Education,2,726949,433.43,Unknown,New York,Leisure,4,1,1,3,0,0.58,90,0.68,Mild Chronic,73.5,5.3,Low,0.89,Adult,144.48,0.71,0.1822,1
T2-021621,William Hernandez,62.8,Female,Canada,Married,Healthcare,3,185885,107.47,F,New York,Business,11,1,1,3,0,0.2,768,0.28,Mobility Impaired,17.7,35.0,High,0.38,Senior,35.82,1.03,0.1927,0
T2-021622,Mateo Müller,16.7,Female,France,Single,Student,3,621571,212.02,F,Southampton,Business,5,1,1,3,0,0.33,482,0.35,Asthma,76.3,14.4,High,0.06,Teen,70.67,0.97,0.2443,0
T2-021623,Lars Brown,65.0,Male,USA,Married,Tourism,3,365920,130.61,G,New York,Relocation,11,0,1,2,0,0.5,408,0.11,Unknown,61.9,52.9,Low,0.14,Senior,65.31,1.01,0.0491,0
T2-021624,Yuki Ivanov,56.9,Female,USA,Married,Student,3,241959,162.41,G,Southampton,Leisure,11,0,0,1,1,0.0,840,0.3,Unknown,72.1,16.9,High,0.3,Middle_Aged,162.41,0.71,0.4935,1
T2-021625,Jessica Miller,38.7,Female,Japan,Single,Healthcare,3,795218,176.31,Unknown,Southampton,Leisure,12,0,0,1,1,0.28,432,0.41,Unknown,75.9,17.8,High,0.24,Middle_Aged,176.31,0.62,0.2131,1
T2-021626,Yuki Williams,33.3,Male,Germany,Married,Unknown,1,419086,1142.52,A,Cherbourg,Leisure,12,0,0,1,1,0.62,24,0.96,Unknown,76.8,10.0,Medium,3.47,Adult,1142.52,0.18,0.6277,1
T2-021627,Sofia Jones,27.3,Female,USA,Married,Education,2,880316,399.93,D,Southampton,Relocation,3,0,0,1,1,0.11,83,0.51,Unknown,79.4,30.6,High,0.92,Adult,399.93,0.54,0.0555,0
T2-021628,Jessica Chen,32.8,Male,USA,Divorced,Military,1,291029,1651.29,D,Cherbourg,Business,7,1,0,2,0,0.0,827,0.54,Unknown,81.8,12.4,Medium,5.21,Adult,825.64,0.67,0.7672,1
T2-021629,William Sato,31.3,Male,Japan,Married,Student,3,647125,229.92,E,Queenstown,Leisure,4,1,0,2,0,0.42,759,0.53,Unknown,78.1,60.9,Low,-0.1,Adult,114.96,0.68,0.0838,0
T2-021630,Richard Müller,30.6,Male,USA,Married,Unknown,3,417644,171.79,G,Southampton,Business,5,0,0,1,1,0.3,154,0.13,Unknown,81.2,30.3,Low,-0.08,Adult,171.79,0.85,0.06,0
T2-021631,Robert Kim,35.8,Male,Canada,Married,Tech,2,870853,438.92,E,Southampton,Relocation,3,1,1,3,0,0.11,451,0.48,Unknown,83.3,24.5,Low,0.72,Middle_Aged,146.31,0.87,0.1276,0
T2-021632,Fatima Williams,36.3,Female,UK,Widowed,Healthcare,3,507735,158.82,E,Cherbourg,Relocation,5,1,1,3,0,0.19,379,0.37,Unknown,74.6,5.5,High,0.16,Middle_Aged,52.94,0.95,0.3915,0
T2-021633,Sofia Jones,31.4,Male,USA,Single,Student,2,777239,324.07,C,New York,Relocation,4,0,0,1,1,0.53,467,0.71,Asthma,71.5,5.8,Low,0.85,Adult,324.07,0.38,0.3812,1
T2-021634,Elizabeth Miller,59.6,Male,USA,Divorced,Laborer,3,252406,137.16,G,Cherbourg,Leisure,9,3,0,4,0,0.62,961,0.0,Unknown,69.0,17.0,Low,0.11,Middle_Aged,34.29,1.4,0.0815,0
T2-021635,Michael Miller,21.1,Male,Germany,Single,Tourism,2,192983,298.19,C,Cherbourg,Relocation,10,0,1,2,0,0.47,306,0.89,Unknown,92.7,21.2,Low,0.65,Adult,149.1,0.39,0.3488,0
T2-021636,William Williams,36.4,Male,Germany,Divorced,Education,2,424332,442.48,E,Southampton,Relocation,3,0,1,2,0,0.05,447,0.61,Mobility Impaired,30.1,23.3,Low,1.02,Middle_Aged,221.24,0.61,0.0978,0
T2-021637,Susan Rodriguez,65.4,Male,France,Divorced,Education,3,859774,145.18,F,Southampton,Family Visit,3,0,0,1,1,0.52,968,0.11,Unknown,74.9,3.9,Low,0.35,Senior,145.18,0.86,0.0672,0
T2-021638,Joseph Davis,28.3,Female,UK,Married,Engineering,2,380061,460.12,C,Southampton,Family Visit,5,0,0,1,1,0.18,31,0.85,Unknown,80.6,12.8,High,0.69,Adult,460.12,0.27,0.4054,1
T2-021639,Richard Sato,78.0,Male,India,Single,Tourism,3,111172,170.14,E,Southampton,Business,10,1,0,2,0,0.21,755,0.45,Unknown,57.2,21.2,Low,0.51,Senior,85.07,0.74,0.045,0
T2-021640,Elizabeth Kim,12.5,Female,China,Single,Student,1,952836,668.92,A,Southampton,Leisure,5,0,0,1,1,0.31,587,0.93,Asthma,72.3,31.5,High,2.39,Teen,668.92,0.21,0.6334,1
T2-021641,Susan Martinez,57.6,Female,UK,Married,Tourism,3,109432,180.22,G,Southampton,Relocation,6,1,1,3,0,0.02,275,0.04,Unknown,65.7,31.5,High,0.05,Middle_Aged,60.07,1.22,0.1973,0
T2-021642,Yuki Silva,23.1,Male,USA,Married,Tourism,3,535128,131.85,Unknown,Southampton,Relocation,12,0,0,1,1,0.03,218,0.32,Mild Chronic,68.2,42.9,Low,0.02,Adult,131.85,0.69,0.0141,0
T2-021643,Lars Davis,85.0,Female,USA,Single,Laborer,3,887351,204.82,F,Southampton,Relocation,13,3,0,4,0,0.14,987,0.3,Unknown,67.5,28.8,High,0.5,Senior,51.2,1.16,0.151,0
T2-021644,Barbara Davis,45.8,Male,Canada,Married,Business,3,231729,200.66,E,Southampton,Relocation,6,1,1,3,0,0.44,14,0.5,Unknown,72.5,36.6,Low,0.1,Middle_Aged,66.89,0.85,0.0914,0
T2-021645,Sofia Patel,27.8,Male,France,Married,Business,3,952597,113.57,G,Southampton,Family Visit,6,0,0,1,1,0.44,639,0.12,Unknown,84.7,17.2,Low,-0.01,Adult,113.57,0.85,0.089,0
T2-021646,Jennifer Patel,49.2,Female,UK,Married,Military,1,698284,1509.31,A,New York,Leisure,4,0,0,1,1,0.75,538,0.91,Unknown,77.6,6.5,High,4.65,Middle_Aged,1509.31,0.22,0.7774,1
T2-021647,Barbara Brown,21.0,Female,UK,Married,Education,3,557977,108.82,G,Queenstown,Relocation,7,0,0,1,1,0.47,553,0.27,Unknown,86.5,49.9,High,0.14,Adult,108.82,0.73,0.2878,0
T2-021648,Elena Garcia,23.8,Male,France,Divorced,Tech,3,318124,74.96,F,Southampton,Relocation,13,0,1,2,0,0.06,434,0.58,Unknown,93.7,4.5,Low,-0.32,Adult,37.48,0.64,0.2474,0
T2-021649,Richard Müller,7.5,Female,USA,Single,Student,2,209726,604.85,D,Queenstown,Business,13,0,2,3,0,0.54,197,0.54,Cardiovascular,62.8,25.1,High,1.12,Child,201.62,0.82,0.7967,1
T2-021650,Linda Smith,6.1,Female,Brazil,Single,Student,3,765632,117.34,G,Southampton,Leisure,3,0,0,1,1,0.34,910,0.23,Unknown,100.0,3.4,High,0.02,Child,117.34,0.77,0.4033,1
T2-021651,Jessica Brown,28.9,Male,USA,Single,Engineering,3,580762,218.82,F,New York,Relocation,9,0,0,1,1,0.15,513,0.13,Asthma,65.5,36.4,Low,0.5,Adult,218.82,0.85,0.0707,1
T2-021652,Mary Hernandez,34.0,Female,Brazil,Married,Student,3,973874,83.2,G,Southampton,Leisure,3,1,0,2,0,0.33,994,0.0,Cardiovascular,56.7,20.9,High,-0.41,Adult,41.6,1.1,0.1185,0
T2-021653,Fatima Garcia,34.1,Female,India,Married,Business,3,338084,48.97,F,Southampton,Leisure,13,0,0,1,1,0.82,385,0.22,Asthma,64.2,8.2,High,0.21,Adult,48.97,0.77,0.2716,0
T2-021654,Michael Lopez,41.8,Male,Germany,Divorced,Engineering,3,118400,121.7,F,Southampton,Leisure,12,1,1,3,0,0.02,954,0.29,Mild Chronic,60.7,45.3,Low,0.05,Middle_Aged,40.57,1.02,0.0988,0
T2-021655,Barbara Jones,29.2,Male,USA,Divorced,Business,1,211889,1091.26,D,Cherbourg,Leisure,6,0,0,1,1,0.47,157,0.56,Unknown,79.3,41.4,Medium,3.32,Adult,1091.26,0.5,0.0923,0
T2-021656,Michael Wilson,31.5,Female,France,Divorced,Tech,2,465595,483.32,C,Cherbourg,Leisure,12,0,0,1,1,0.01,67,0.99,Unknown,79.2,35.3,High,1.12,Adult,483.32,0.16,0.1907,0
T2-021657,Sofia Patel,36.8,Female,Germany,Single,Education,3,770017,186.32,G,Cherbourg,Business,9,1,0,2,0,0.0,772,0.17,Mild Chronic,71.1,11.2,High,0.16,Middle_Aged,93.16,0.96,0.4133,1
T2-021658,Susan Brown,20.2,Female,UK,Married,Tourism,2,231311,413.95,E,Cherbourg,Relocation,11,0,0,1,1,0.09,788,0.53,Unknown,94.8,21.9,High,0.44,Adult,413.95,0.53,0.2953,0
T2-021659,William Anderson,29.1,Male,UK,Married,Military,2,114204,426.86,E,Southampton,Relocation,4,0,0,1,1,0.7,917,0.35,Unknown,80.9,12.3,Low,1.17,Adult,426.86,0.67,0.4152,0
T2-021660,Aarav Garcia,33.6,Male,UK,Married,Laborer,3,425812,212.79,Unknown,Southampton,Relocation,3,1,1,3,0,0.19,458,0.3,Unknown,77.6,20.1,Low,0.44,Adult,70.93,1.01,0.1225,0
T2-021661,David Gonzalez,38.2,Male,Japan,Married,Military,1,957479,748.15,B,Southampton,Relocation,5,0,2,3,0,0.36,268,0.88,Unknown,78.8,76.8,Medium,2.01,Middle_Aged,249.38,0.55,0.1508,0
T2-021662,Jessica Lopez,85.0,Female,UK,Married,Unknown,3,553655,226.51,F,Queenstown,Leisure,11,3,0,4,0,0.19,981,0.33,Unknown,55.3,16.6,High,-0.21,Senior,56.63,1.14,0.6107,0
T2-021663,Sofia Martinez,14.6,Female,Canada,Single,Student,2,569604,562.8,E,Southampton,Leisure,13,1,0,2,0,0.14,640,0.55,Asthma,68.9,27.2,High,1.15,Teen,281.4,0.66,0.3438,0
